depmap_id,cell_line_display_name,lineage_1,lineage_2,lineage_3,lineage_5,lineage_6,lineage_4,Copy Number Public 23Q4 MUCL1,Copy Number Public 23Q4 PRMT5,Copy Number Public 23Q4 MAP1A,Copy Number Public 23Q4 MAT2A,Copy Number Public 23Q4 PDGFRB,Copy Number Public 23Q4 GJA1,Copy Number Public 23Q4 MTAP,Copy Number Public 23Q4 ZNF185,Expression Public 23Q4 MTAP,Expression Public 23Q4 PRMT5,Expression Public 23Q4 PDGFRB,Expression Public 23Q4 ZNF185,Expression Public 23Q4 GJA1,Expression Public 23Q4 MAP1A,Expression Public 23Q4 MAT2A,Expression Public 23Q4 MUCL1
ACH-000757,A427,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,1.3847743035644,0.9975560735196852,0.7521504064732426,1.2636622708722631,1.2009079103220528,0.8044396444882032,0.7261749364840064,0.7202811778940734,5.925287386770335,6.461070114033051,0.2016338611696504,3.998195503153252,7.834976615731527,0.7136958148433591,7.639449245889068,0.0
ACH-003132,ABMT0009,Unknown,Non-Cancerous,,,,,,,,,,,,,5.260778431893426,6.778340011285518,4.953730849811491,3.04788732939655,8.000845081567201,3.2265085298086795,8.139653667567865,0.0
ACH-003133,ABMT0021,Unknown,Non-Cancerous,Immortalized Human Chondrocytes,,,,,,,,,,,,5.167919865551935,6.900383816666934,2.5993177936982264,3.548436624696042,6.128870759465125,3.3132458517875616,8.343318983661073,0.0
ACH-003136,ABMT0023,Unknown,Non-Cancerous,Immortalized Human Chondrocytes â hTERT,,,,,,,,,,,,5.704318677760831,6.991861930556323,2.9523335663696857,3.127633279725874,6.94063660720115,3.412781525338476,8.500005292093133,0.0
ACH-003134,ABMT0168,Unknown,Non-Cancerous,Immortalized Human Pancreatic Mesenchymal Stem Cells - hTERT,,,,,,,,,,,,4.900142260359816,6.724650271732967,5.74604398299834,0.4541758931858021,2.6322682154995127,6.283921772307617,8.15795319466896,0.0
ACH-003135,ABMT0280,CNS/Brain,Non-Cancerous,"Immortalized Astrocytes, Fetal",,,,,,,,,,,,5.328046556270742,7.091805599690972,2.8298495598446904,5.745237332129749,6.415150205426387,3.547203024756932,8.506486109144422,0.0
ACH-003138,ABMT0292,CNS/Brain,Non-Cancerous,"Immortalized Endothelial Cells, Endoneurial",,,,,,,,,,,,5.05484847699562,6.740252993961882,6.7846348455575205,4.747387399652718,7.773205156985566,5.346247774082776,7.95081831391518,0.0
ACH-003139,ABMT0457,Muscle,Non-Cancerous,Immortalized Cardiomyocytes,,,,,,,,,,,,5.743353390944915,6.797531839571962,0.6870606883398922,2.4828482830684653,9.841674412908374,1.3103401206121503,8.160779041053011,0.0
ACH-003141,ABMT0557,Muscle,Non-Cancerous,"immortalized Smooth Muscle Cells, Coronary artery",,,,,,,,,,,,5.177519202597814,6.899900663601169,2.735522177296537,2.733354340613827,7.504223119912845,1.752748591407134,7.901530657125497,0.0
ACH-003142,ABMT0558,Muscle,Non-Cancerous,"Immortalized Smooth Muscle Cells, Pulmonary artery",,,,,,,,,,,,5.158256228811341,6.953963598870782,3.028569152196771,4.17951105027151,6.596637034102074,2.9049657186840263,8.047996356038649,0.0
ACH-003143,ABMT0616,Kidney,Non-Cancerous,"Immortalized Epithelial Cells, Renal",,,,,,,,,,,,4.904965718684027,6.652343078740216,0.903038270112912,5.701549056943071,6.261530815243406,1.4382928515791469,8.307838323530719,0.0
ACH-003145,ABMT0725,Embryonal,Non-Cancerous,"Immortalized Endothelial Cells, Umbilical Vein",,,,,,,,,,,,5.156639310692087,6.229587922740652,0.4005379295837288,6.852373449580268,7.975561406273617,2.62993940943954,7.756155981653636,0.0
ACH-003147,ABMT0732,Unknown,Non-Cancerous,Immortalized Submandibular Gland Cells,,,,,,,,,,,,5.003602236680195,6.813139850890455,0.9781956296816516,1.5008020530571575,0.01435529297707,0.879705766282288,8.578674597253432,0.0
ACH-003148,ABMT0781,CNS/Brain,Non-Cancerous,Immortalized Neuronal Progenitor Cells,,,,,,,,,,,,5.189429245809757,6.567423757707283,4.601696516480957,4.718635616271338,7.473056289233279,4.616475328782878,8.699329525673157,0.0
ACH-003149,ABMT0782,Muscle,Non-Cancerous,Immortalized Skeletal Muscle Cells,,,,,,,,,,,,4.684257705058931,6.398658196365506,4.116863757690899,4.281698250098829,9.417430612546031,5.524189078449365,7.521129278700307,0.0
ACH-003150,ABMT0783,CNS/Brain,Non-Cancerous,"Immortalized Astrocytes, Adult",,,,,,,,,,,,5.283551423174307,6.8209447918806925,5.415826257472914,3.857980995127572,7.963878669225047,5.622637566537459,8.633140549522395,0.0
ACH-003155,ABMT0789,Liver,Non-Cancerous,"Immortalized Liver Cells, Fetal",,,,,,,,,,,,5.657354181523702,7.061884179701249,2.0143552929770703,3.8083850506560935,3.4462562298895643,0.8559896973084807,8.165459770055666,0.0
ACH-003153,ABMT0794,Lung,Non-Cancerous,"Immortalized Epithelial Cells, Lung",,,,,,,,,,,,5.651625783920642,7.218006150284427,0.4436066514756146,5.335211681705785,4.619999829821357,0.2141248053528473,8.529859979957383,0.0
ACH-003154,ABMT0795,Lung,Non-Cancerous,"Immortalized Epithelial Cells, Lung",,,,,,,,,,,,4.7230123963923685,7.513016928174842,1.944858445807539,4.275007047499869,5.946496941203293,0.4956951626240688,7.934044647112246,0.0
ACH-003152,ABMT0796,Lung,Non-Cancerous,"Immortalized Epithelial Cells, Lung",,,,,,,,,,,,3.6392321632492775,6.103077946597573,5.6760981209122185,3.682573297347578,7.461561300001896,3.748461233004035,6.948951200441422,0.0
ACH-003156,ABMT0797,Lung,Non-Cancerous,"Immortalized Epithelial Cells, Lung",,,,,,,,,,,,5.487036080031899,7.247832596173846,0.5558161550616396,6.381456430146994,0.4646682670034443,0.3103401206121505,8.600470477331951,0.0
ACH-003157,ABMT0822,Lung,Non-Cancerous,Immortalized MPLC Cells,,,,,,,,,,,,0.0,6.010108453474289,6.808642467918064,5.210232990095849,8.586126706541581,6.072963271555224,7.516172775525088,0.0
ACH-003158,ABMT9220,Muscle,Non-Cancerous,"Immortalized Smooth Muscle Cells, Intestinal",,,,,,,,,,,,4.987320865929254,7.003152448666922,5.623515741490549,1.2141248053528475,8.017420885231022,5.745775149485796,8.28609565556913,0.0
ACH-003159,ABMT9233,Hair,Non-Cancerous,Immortalized Hair Follicle Inner Root Sheath Cells,,,,,,,,,,,,5.467931546026287,6.629793734168968,6.380071387399655,4.571676809970931,7.262846542686073,4.931683057059805,8.710117632043445,0.0
ACH-003160,ABMT9249,Hair,Non-Cancerous,Immortalized Hair Germinal Matrix Cells,,,,,,,,,,,,5.287620044112067,6.6865005271832185,4.613531652917927,4.616475328782878,5.587064898363171,6.236492618381302,8.660994198646781,0.0
ACH-003161,ABMT9430,Pancreas,Non-Cancerous,Immortalized Pancreatic Stromal Cells,,,,,,,,,,,,5.203201156316611,7.016139702655253,5.453188309548226,3.680324356844016,7.887708033029806,4.538538163629804,8.418780265959919,0.0
ACH-002389,ACN,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,,,0.8915227475434037,0.8743838508644988,0.8223940522922052,1.039270852772997,1.078893763072422,1.120167583556157,0.862119264278043,0.5546486642347005,,,,,,,,
ACH-002209,ALLPO,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,B-cell,,,1.0556775720116427,0.8224996401521403,1.028720302210851,0.8490098373008459,0.8290102264211032,1.15935225087493,0.8424981063571058,0.9426142577599091,,,,,,,,
ACH-002210,ARH77,Myeloid,Non-Cancerous,Immortalized Blood,,,,0.9925955990152132,1.0186236756819405,0.9788227483883132,1.0026333990368606,0.988661409951157,1.0624492108321215,0.9783366302665492,0.8647741475065229,,,,,,,,
ACH-002212,BB30HNC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,,,,0.9831554986909256,0.9891079295033212,0.9650840183293548,0.9882180061491556,0.9554992298088718,1.0490396430793083,1.2608650897033549,0.8798754978824219,,,,,,,,
ACH-002342,BB30PBL,Normal,Non-Cancerous,Matched Normal,,,,1.0028077268479547,0.9903489980212412,0.979391824330043,0.9961316999846808,0.997665392024894,1.0497140973212788,1.008042794416722,0.9026455260778952,,,,,,,,
ACH-002343,BB49EBV,Normal,Non-Cancerous,Matched Normal,,,,1.009576575058401,0.9922340152086392,0.9807422712005956,0.9966982867741904,0.9984982823919047,1.0423164596158243,1.0128532508241497,0.8849619905031451,,,,,,,,
ACH-002213,BB49HNC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,,,,1.0189093201661017,0.9711488804377836,0.946112579803188,0.97587907668671,1.235524049620553,1.1148670242729126,1.3023332552632807,1.1658855948237845,,,,,,,,
ACH-002344,BB65EBV,Normal,Non-Cancerous,Matched Normal,,,,1.000508589614311,0.9978151568922344,0.9966379266599662,1.0014277057377377,0.9997320248923014,1.002260768592381,1.0019443084012043,0.5837165782605107,,,,,,,,
ACH-002090,BB65RCC,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,,,,1.0473829273519708,0.7412187616290435,1.1048775896664271,1.1196223121659257,1.0872108600503934,0.7776058399859529,0.7244793907647307,0.690031520297641,,,,,,,,
ACH-002921,BCK4,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,,,,0.9947286655557576,1.0312574436558155,1.0076421340588615,1.0230065664138013,1.0402677401297709,1.040482508095715,1.0522113643399733,1.0861631260296083,4.009884588931844,6.59290547379686,0.0840642647884745,3.45022149589718,8.593428473636152,1.8914191868460783,7.631977320238746,6.776893568522074
ACH-002216,BE13,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,T-cell,,,1.0579142031162687,1.0189032420500563,0.8210370799156974,1.0228470911425438,0.9812909068316964,1.130538826698401,0.7736367486700444,0.7292231822153883,,,,,,,,
ACH-001016,BECKER,CNS/Brain,Diffuse Glioma,Astrocytoma,,,,0.8601959000144648,0.837447355731559,0.997284061261274,1.038636389677752,1.034642182065304,1.0305808963464316,0.7667131513878003,0.7219951396491933,4.059182199211692,6.22573765346606,1.6461626571578936,2.0461417816447205,4.3008558712687615,2.839959587489532,7.778734244117836,0.0
ACH-001331,BICR10,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,Oral,,,0.9882447849992548,0.9747882180645052,0.9882904093890664,1.0270860871205372,1.2425156129602568,1.129271338258255,0.6084766454701309,0.7882208229297726,,,,,,,,
ACH-001278,BIN67,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Small Cell Carcinoma of the Ovary,,,,1.02755879187791,1.0278823342215524,1.0308606692257118,1.0333825000906642,1.0384039221191534,1.0250960492763548,1.0252237189597402,0.9941205294569518,4.063502942306158,6.402244655254077,0.1505596765753814,2.2234225499349374,8.244316259891207,1.613531652917927,7.218296830638859,0.0
ACH-000245,BL41,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,B-cell Burkitt,,,1.317981001770738,0.9855743507959442,0.9891873254508966,0.9777049782434162,0.97687387738991,0.973992234017216,0.9783400773185632,0.5725206994055404,5.3125199674749455,7.027795440989855,0.0840642647884745,0.3895668117627256,0.1505596765753814,0.0840642647884745,8.3585632960037,0.0
ACH-000402,BL70,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,B-cell Burkitt,,,0.9965955264439512,1.0033233189188342,0.9932657907015958,1.0036806832355405,0.9920490311304944,0.990095732113587,0.9937276943948152,0.5815001766703195,4.479618608469416,6.544268990480814,0.01435529297707,0.7136958148433591,0.137503523749935,2.912649864897204,8.353058584570755,0.0
ACH-000160,BT12,CNS/Brain,Embryonal Tumor,Atypical Teratoid/Rhabdoid Tumor,,,,0.990515880188191,0.999065802659316,1.000944809171433,1.066731849734072,1.331468315999755,1.0090159974697137,0.7947789375345518,0.989750667797645,3.803227036434928,6.590063018812253,1.15704371014558,0.5753123306874368,6.0716768737518585,0.879705766282288,7.482848283068465,0.0
ACH-001020,BT16,CNS/Brain,Embryonal Tumor,Atypical Teratoid/Rhabdoid Tumor,,,,1.0168973088974016,1.0221408312868523,1.02277142254694,1.0180991248006093,1.016359212365144,1.027602606121761,1.0156100476458674,0.589810366929429,4.467931546026287,7.010108453474289,0.2986583155645151,0.933572638261024,9.0431640254591,1.3504972470841332,6.990387651802744,2.523561956057013
ACH-000818,BT483,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,ERpos HER2neg,Luminal,,1.2271803640598282,1.093340383956776,0.8630422801212565,0.8768712430824153,1.093063055801201,0.6358300581274094,0.8580976790092747,0.8805226524475696,3.5459683691052923,6.4110872267986005,0.137503523749935,3.9990980337056072,1.5801454844233804,0.6135316529179271,7.650979913520719,4.273515889702116
ACH-001454,C10,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,,,1.0998391265674865,1.32638737789518,0.916663315342512,1.1792137381033936,0.9492285653326776,0.8744583933429727,1.429388766538437e-09,1.1649385301243356,0.070389327891398,5.937579799679659,0.0,6.7873802222963375,5.60229058486114,0.0840642647884745,6.275193333902206,0.2016338611696504
ACH-001456,C125PM,Bowel,Colorectal Adenocarcinoma,Colorectal Adenocarcinoma,,,,0.814641232840178,1.302172738228365,1.1565063887669895,1.0253183338133611,1.2461523188070112,1.0286524929911396,1.432788943268327,1.0131559429008683,2.5921580021253603,6.303415462685624,0.1243281350022017,2.6158870739160567,0.01435529297707,0.0285691521967709,6.137913322088407,0.0
ACH-001818,C396,Bone,Osteosarcoma,Osteosarcoma,,,,1.0008862720588652,1.0010273655411854,1.0011644695711202,1.0003330384311984,1.0010208609287252,1.0002660245221608,1.000933802011917,0.5849338346240986,3.4892860226258766,4.9481335778404,7.18566835930362,1.480265122054463,9.082255509383948,6.278728212938939,6.424754167004552,0.0
ACH-001335,C4II,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,,,,1.0081322919421882,1.0275333190692866,1.018736103635724,1.0120791475226487,1.3415905847256044,0.5949789153390936,1.0074963752931656,0.9271903769499076,4.543495883425772,6.49105137636412,0.01435529297707,4.649040565634448,0.3561438102252753,0.2986583155645151,6.827183895819525,0.0
ACH-001460,C84,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,,,1.0568134023498117,1.079186057305994,1.0887990959722185,1.0780482529459343,1.7860519007592393,0.815597312042117,0.8267375104005737,0.7162688310814762,4.038260575175349,6.130930869826448,0.2509615735332188,1.6735564239901446,0.2986583155645151,0.0976107966264223,6.34766565630097,0.0565835283663675
ACH-001461,C99,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,,,,0.8974695072591088,1.2060326540729154,1.1974589496341337,1.1912010958177277,0.906412389258232,0.8799805171365804,1.1970224976776185,0.4776678684318295,4.905928478173135,5.726558779104974,0.070389327891398,2.3868109464722167,0.0426443374084937,0.0285691521967709,5.687060688339892,0.5260688116675876
ACH-002091,CAL39,Vulva/Vagina,Squamous Cell Carcinoma of the Vulva/Vagina,Squamous Cell Carcinoma of the Vulva/Vagina,,,,0.910655697534298,0.7821231946013765,1.2030934676821512,1.0348269759174444,0.988234866847712,0.9913297108942286,0.1824095030250919,0.6935473551708541,,,,,,,,
ACH-000857,CAL851,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,ERneg HER2neg,Basal A,,0.820283539386122,0.860788890792717,0.8223988317722478,1.1300249845276966,0.9707888504951288,1.1584351394481178,1.407246051722497,1.155486587630146,5.288727679514566,5.380590934265922,0.1243281350022017,5.583759753639499,1.0908534304511135,0.0285691521967709,6.071462362556624,0.0565835283663675
ACH-001022,CBAGPN,Bone,Ewing Sarcoma,Ewing Sarcoma,,,,0.9883633122731498,1.0073425904657864,0.9875283769474172,0.9838790876537304,0.9889362509349934,0.9860743642978266,0.970972037711486,0.894655679417869,5.270528942380718,6.991975274237168,4.869871406177713,2.6322682154995127,6.234769540030633,2.6322682154995127,7.707566202632283,0.0
ACH-002647,CCC5,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Cholangiocarcinoma,,,,1.267470950445878,1.154863419891898,0.8817087038318495,0.9706669023878032,1.1576029156513812,0.9491278121610364,0.0004786024855541,0.7381973823430901,0.0,7.039028695770504,0.0,5.142821844115928,0.0,0.0426443374084937,6.3706874068072175,1.0214797274104517
ACH-000963,CCK81,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,MSI,,1.0704419591808207,1.0796880848992083,0.8610639242735764,1.0668123323029968,0.8954734471575132,1.5781791660169522,0.8918440751102936,1.0685243412128131,4.725195817226664,7.361154241298279,1.2868811477881614,4.306699707272787,0.0840642647884745,0.1634987322828795,7.696132955227083,0.0
ACH-001163,CCLFPEDS0001T,Kidney,Renal Cell Carcinoma,Renal Medullary Carcinoma,Renal Medullary Carcinoma,,,1.0004390667920078,0.9996410446667504,0.9900793458720528,0.995559355303567,1.31719777760558,0.9895218295809836,0.991739783362719,0.9940114807724892,7.494415610397496,6.135452784185173,0.5260688116675876,2.475084882948783,7.293885430302371,1.097610796626422,6.69752363881355,0.0
ACH-001164,CCLFPEDS0003T,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,,,,1.0574954020690204,1.0319853905171537,0.9849725888461252,1.0383818575088068,1.0420011325985266,1.033388125904471,1.0314055587222666,1.0060963262943747,3.3015876466031866,5.285772093249838,3.264536430999025,2.503348735167504,5.097610796626422,0.9927684307689242,5.924099885640741,0.6870606883398922
ACH-001433,CCLFPEDS0008T,Soft Tissue,Epithelioid Sarcoma,Epithelioid Sarcoma,,,,1.046816293590259,0.8716040875019377,1.0611301337551071,0.8868111358726771,1.075700959653986,0.3722299364362655,1.0496153656805338,0.5985121327110771,,,,,,,,
ACH-001767,CCLFPEDS0018T,Fibroblast,Non-Cancerous,"Fibroblast, Soft Tissue",Alveolar,,,1.008230846130325,0.9976364392829338,1.008323875322929,1.01943567831103,1.0231310096193036,1.0130676512682435,1.0135984900420631,0.5465619820080476,,,,,,,,
ACH-002446,CCLFUPGI0005T,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,,,,1.107392123571127,1.2085889176887932,0.8982349034059532,1.0835192906119289,1.1998657779513269,0.8850628642742144,0.2670668542493178,0.5653733274121058,0.2986583155645151,6.556889189726866,0.01435529297707,0.7048719644563528,0.0,0.0285691521967709,7.009212786805205,0.0
ACH-001959,CCLP1,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,Intrahepatic,,,1.0059246153665204,1.0178819665742227,1.007774837469052,0.9803980032429668,1.0099158440063971,1.0015273075864093,0.6036836378655783,0.5382414355441953,5.105594275795191,6.865300242729123,0.411426245726465,1.7990873060740036,1.0071955014042038,0.9411063109464316,6.726150025726156,0.0
ACH-001738,CCRFCEM,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,T-cell,,,1.0055400965898975,0.9804300590157116,0.9763471298772834,1.0010158574006065,0.9724619449744736,1.0462839100432195,0.1284230656245924,0.8550503797393015,,,,,,,,
ACH-001960,CCSW1,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,Intrahepatic,,,0.9797797166949374,1.2671622984093571,1.1046683951379257,0.9666393616306151,0.9117542335518036,0.961790289005536,0.7334068002277072,0.6319540596060125,4.682011390800693,6.932628157022127,0.01435529297707,4.721919445551544,8.398401679243914,0.6415460290875237,6.825022364044702,0.0
ACH-002218,CESS,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,,,,0.9947824688996816,1.00544272807512,1.0004685760702157,0.9978341282216092,1.0090768756487487,0.9495313524048092,1.0076702822578902,0.5895684612973584,,,,,,,,
ACH-000025,CH157MN,CNS/Brain,Meningothelial Tumor,Meningioma,,,,0.9151377375895746,1.0701805910853808,0.8867597074678506,1.0033428639181292,1.0778361556632277,1.0704880566170674,0.5345922360278674,0.7690491487912221,3.5909612413425998,6.810571634741147,3.408711861029429,2.718087583960517,6.104755986962257,2.414135532984451,7.997687581487513,0.0
ACH-001041,CHL1DM,Skin,Melanoma,Melanoma,,,,1.2185964611101434,0.7361261610576535,0.7744992905831627,1.0103720179796891,1.021312634574128,1.0112434737544878,0.7527222108498861,0.8741052665512433,4.614709844115208,5.376429311069923,0.0285691521967709,0.7398481026993274,0.1243281350022017,0.2265085298086797,7.961449694398196,0.0
ACH-001028,CHLA06ATRT,CNS/Brain,Embryonal Tumor,Atypical Teratoid/Rhabdoid Tumor,,,,1.0080981012282073,1.0038085137399384,0.9871730340348293,1.0408108841082244,1.0472931190149477,1.0372821117640916,0.9510772075048072,0.9412266992288114,2.625270489374693,5.496973580998276,1.2265085298086795,0.8718436485093178,2.845991770664573,0.4329594072761063,6.8370602037586,0.0
ACH-001029,CHLA10,Bone,Ewing Sarcoma,Ewing Sarcoma,,EWS_FLI,,0.9656562698908404,0.9870952372237984,0.90543920060538,0.90808773244222,0.910928135779371,0.9413407561383274,0.9388500313714974,1.3226089015060751,5.425929205208577,7.102028179367315,4.460087240116833,3.669026765509631,7.234769540030633,4.985955754607509,7.409560654982776,0.0
ACH-001030,CHLA218,Bone,Ewing Sarcoma,Ewing Sarcoma,,,,1.329770143641802,0.9762832057946944,0.9479708981196852,0.9451428135351332,0.9518276160416091,0.9309317969613868,3.512992036539726e-05,0.8531649155325166,0.01435529297707,7.153095971734591,1.4698859762744636,1.372952097911829,6.365272599764531,3.0303360783709588,6.943804143834752,0.3895668117627256
